Step,episode_reward
1000,-442.1751733455798
2000,-495.5856289191092
3000,-521.6557423424408
4000,-487.73180058876306
5000,-368.3393733658973
6000,-133.4878916474403
7000,-231.39145125884272
8000,-486.8792439882362
9000,-503.8189894271134
10000,39.462538339787905
11000,203.34729367792585
12000,519.4716401945608
13000,-186.857361360997
14000,235.60460115242594
15000,1040.9312647655256
16000,-83.5207564643528
17000,881.3804572617838
18000,980.6575829198332
19000,1064.5347574572183
20000,555.1239567664406
21000,2502.35011606508
22000,465.8389225361431
23000,580.6151320829483
24000,854.0177522705378
25000,939.8879651160088
26000,412.6159584539756
27000,1076.2418250934752
28000,785.1999035221536
29000,807.1216850625074
30000,320.2835709302955
31000,450.886679348438
32000,702.3291132527545
33000,1169.7077778231137
34000,588.9873147351342
35000,1039.7787673599112
36000,888.4813817623682
37000,1077.3056499762215
38000,892.8714428792841
39000,994.9831444684665
40000,1190.8163981619598
41000,1984.992272912282
42000,1331.558588163202
43000,1547.3220975783606
44000,2276.619617616853
45000,935.0443233931998
46000,2587.1797927591365
47000,1317.4036710932623
48000,1018.2347010495479
49000,1294.8318588712855
50000,897.562527183529
51000,1430.7050862234498
52000,1044.3769105596725
53000,1169.6146310064398
54000,1192.7625492242007
55000,1208.281267723822
56000,2377.4958927871535
57000,1166.3576800067099
58000,2499.412042265219
59000,1435.244151394904
60000,1522.16267589413
61000,1360.1423712399114
62000,2713.289231501477
63000,2555.4130421537743
64000,1112.6700466063194
65000,1769.8971274797618
66000,2298.2668194788275
67000,2794.5736693397935
68000,3140.730853952536
69000,1774.0833171939057
70000,1299.393555563066
71000,3229.729842477812
72000,3236.8562983885604
73000,3266.461670610784
74000,3286.1805204925236
75000,2275.8614995095427
76000,2297.966252286261
77000,3248.8312156684
78000,3304.8042196788842
79000,1079.3015433277094
80000,3300.223125679709
81000,2706.1827749147133
82000,3519.765146624174
83000,1678.3413999641973
84000,3472.273715821086
85000,1720.18303242493
86000,3440.4623409859146
87000,3277.558040919335
88000,3285.861102303521
89000,3389.873774202741
90000,1859.1659917756367
91000,2348.01734203766
92000,3433.337300175663
93000,3356.068850828488
94000,3648.887174957188
95000,1803.9761720336198
96000,3349.010198153795
97000,3490.355630423888
98000,3493.380419311154
99000,1171.4914695606453
100000,3528.414927823663
101000,3341.670433432522
102000,3490.5740654841334
103000,2728.3902990888378
104000,3414.7354627645236
105000,1419.5697365233398
106000,3488.848015284179
107000,3460.4636665163225
108000,3647.150229038192
109000,3607.6977613153153
110000,3592.6519142101174
111000,3458.334883044912
112000,3497.9556344905186
113000,3574.524592414952
114000,3225.1365272832327
115000,3513.7653138297533
116000,3537.615174761572
117000,1292.3932976041924
118000,1375.9075324210978
119000,3463.572707676034
120000,3574.432914246588
121000,2627.0179567301298
122000,3705.8178472989243
123000,3540.5060882596144
124000,2624.623279799853
125000,2251.6193846945102
126000,3480.7589650181308
127000,3498.8775161153662
128000,3600.685262147721
129000,3535.098879303112
130000,3600.3428157864364
131000,3522.119796732512
132000,3572.495698950931
133000,3625.85586755127
134000,3724.1171513381178
135000,3451.4579369309968
136000,3519.6390267222864
137000,3549.020073306758
138000,3605.2197215160304
139000,3729.8840047021718
140000,3615.374170200163
141000,3617.9736866938288
142000,3604.65986337592
143000,3749.2293589249343
144000,3735.1563143832745
145000,3608.910292185348
146000,3443.6770345841846
147000,3478.4853623779386
148000,3604.8724224729244
149000,3678.5424059179495
150000,3630.0579265247084
151000,3682.0443686698222
152000,2090.164581621628
153000,3678.511018290541
154000,3676.2898658149984
155000,3615.1820346640825
156000,3619.3826763723628
157000,3726.097756777339
158000,2612.9583482246285
159000,3642.0750671117707
160000,3535.679368913393
161000,3608.84518015723
162000,3317.2131682139784
163000,3535.6169576098764
164000,3582.266727085643
165000,3664.2262650306866
166000,3674.810807367976
167000,3559.0694414641866
168000,3665.459620227035
169000,3657.182667762202
170000,3595.7382331850317
171000,3559.7352746047723
172000,3676.5071365371045
173000,3699.6110768627987
174000,3704.2773413872974
175000,3636.531686609498
176000,3594.808903811173
177000,3596.564384959229
178000,3686.4346141635847
179000,3668.0648221185656
180000,3681.7830323257303
181000,3653.2092405272074
182000,3791.5161138017493
183000,3753.642269451982
184000,3699.814414385533
185000,3737.9251185547882
186000,3700.02401830576
187000,3633.177423725156
188000,3634.8685913771346
189000,3760.95960694564
190000,3654.6947748640005
191000,3586.474622013743
192000,3609.2805599723615
193000,3691.3019073831474
194000,3625.6188046219213
195000,3556.432064698579
196000,3659.5966721688965
197000,3603.247894559554
198000,3843.0638266166975
199000,3706.98911671918
200000,3696.6272467706067
201000,3744.141611745264
202000,3744.2920134739325
203000,3738.998926033764
204000,3628.057816088121
205000,3664.9303090511826
206000,3669.789599775327
207000,3629.0222703397408
208000,3644.9022031000836
209000,3701.8116358918815
210000,3802.2335351234024
211000,3723.8120517365173
212000,3623.390708313057
213000,3697.8673557825214
214000,3532.0593295732892
215000,1198.955535047575
216000,3732.8570095149066
217000,3658.21634200537
218000,3656.244978427072
219000,3563.4511264962753
220000,3648.9261918228353
221000,3659.752100795413
222000,3686.1722104544683
223000,3642.048491870158
224000,3745.4196411729126
225000,2080.412114889101
226000,3700.9229993301037
227000,3760.6081416687716
228000,3712.0013221150252
229000,2894.625665346657
230000,3711.8391730460726
231000,3692.1386180805926
232000,3642.3708773940016
233000,3772.464736748529
234000,3670.755094583199
235000,3790.154073583516
236000,3607.1123470869193
237000,3752.7582636334214
238000,3643.4324973091425
239000,3663.9296666447317
240000,3830.427028510112
241000,2302.6077299897806
242000,3794.71403867459
243000,3728.43973576791
244000,3629.4484951662425
245000,3736.896536266519
246000,3536.1843336786687
247000,3674.383278821343
248000,3866.6247195073383
249000,3725.493274114268
250000,3752.2834131005793
251000,3705.4970343674768
252000,3600.7807693547106
253000,3881.338661864088
254000,3698.9048397410106
255000,3780.186532854451
256000,3807.803644130825
257000,3698.9009316098523
258000,3644.115470690502
259000,2709.1205658204817
260000,3566.4893540660833
261000,3756.337404763614
262000,3746.402576040153
