Step,episode_reward
1000,-312.44767483798756
2000,-242.33211293010183
3000,-124.14242601294515
4000,-226.65874155962948
5000,-149.46952242005165
6000,-162.36210778148106
7000,-155.0792978353551
8000,-181.35347454931772
9000,-149.62463590864692
10000,-153.38815725444067
11000,-142.20548687067776
12000,-126.55867562617968
13000,-81.64730586129832
14000,7.760319112454358
15000,31.726242407586362
16000,116.90877203838104
17000,295.646095418495
18000,178.46861468239277
19000,268.36603478270507
20000,71.07790069664763
21000,1218.1362835561765
22000,234.59007188748654
23000,420.8175888380933
24000,196.18729342750265
25000,909.8836609310086
26000,388.105893799691
27000,681.9489940670645
28000,621.9263940572142
29000,-125.7188179520741
30000,914.0995076432476
31000,2841.2409968103743
32000,371.52782549650317
33000,438.2643691535095
34000,912.1694342138146
35000,653.4302523670044
36000,1175.2168752832029
37000,418.83811477795507
38000,762.8596599055085
39000,595.3319193582714
40000,500.4310684935261
41000,3113.5725363708275
42000,1899.3344082884807
43000,1765.732474544306
44000,781.9421248872529
45000,891.34517346818
46000,1915.0329416762333
47000,1081.2300673622883
48000,1482.6737148776215
49000,812.3062065548505
50000,2210.40479469669
51000,5183.10359968781
52000,2485.5030598229446
53000,2623.262349106416
54000,2239.9117543719135
55000,2506.0280733513737
56000,2282.9285333045023
57000,2513.9275171916133
58000,2577.802369624446
59000,2640.9483856154775
60000,2609.2808483803615
61000,5895.63433350545
62000,2737.752063129209
63000,2886.219741209151
64000,2696.1105648095686
65000,3120.172052940373
66000,3196.112941902129
67000,3105.113397575933
68000,2953.985659052197
69000,3040.664040002118
70000,3480.633575414362
71000,6742.692638384357
72000,3382.7419786844403
73000,3817.1498986373444
74000,3830.3803174622312
75000,3709.089511903417
76000,3740.1535457277837
77000,3859.6893999275135
78000,3708.560733828832
79000,3788.194605057231
80000,3972.3424023886614
81000,8413.440144791746
82000,4168.814278805707
83000,3850.305304463604
84000,4104.212710819851
85000,4116.744152898762
86000,4501.726693178281
87000,4149.80474365677
88000,4174.2528337115045
89000,4372.748655786461
90000,4307.604289094594
91000,9247.405428741593
92000,4589.826861762516
93000,3108.3309555550118
94000,4503.595417067634
95000,4353.669258344235
96000,789.4419826682763
97000,4583.684734039359
98000,4526.941673519868
99000,4516.651163348424
100000,1044.6004026437754
101000,9618.432150360853
102000,4629.376557756248
103000,4636.0837053346595
104000,4717.51607597173
105000,4346.207981437767
106000,4525.808976777726
107000,4789.7749933440355
108000,4739.493634052842
109000,4872.407898510433
110000,4882.2396321185015
111000,10115.864150728059
112000,4844.591951031884
113000,5049.973275334139
114000,5086.89736676214
115000,4887.723242683735
116000,5182.614895252855
117000,4858.641435498821
118000,5014.440930461421
119000,4993.5656558988285
120000,5044.790042159225
121000,10959.313231465554
122000,4864.980457949177
123000,5143.274716334488
124000,5042.4198504633305
125000,5065.953973700593
126000,4962.1233137706295
127000,5236.222260594634
128000,5112.63845926357
129000,5246.122386583184
130000,5265.548379204093
131000,10519.41370149006
132000,5234.342450295421
133000,5368.44831571206
134000,5440.890196485057
135000,5218.15459697445
136000,5332.848426192564
137000,5378.0633413666565
138000,5438.789134635262
139000,5471.6867914124405
140000,5318.513278388116
141000,11214.739794155179
142000,5512.437958421147
143000,5427.638713010563
144000,5430.693114001455
145000,4289.833694118795
146000,5438.316822707213
147000,5512.37798257698
148000,5536.303176449586
149000,5775.715991897752
150000,5590.095087954896
151000,11628.177114988386
152000,4362.213587115785
153000,5751.676715612893
154000,5807.743371151344
155000,5988.125939401551
156000,5756.050081196939
157000,5657.9348812737835
158000,5729.634172744567
159000,5893.797896742478
160000,5832.283051327646
161000,8239.700595473589
162000,5891.90842552051
163000,6064.238775139572
164000,1740.249328388655
165000,5957.562881483728
166000,5706.741114524959
167000,5898.539816652726
168000,5810.984691226309
169000,5951.752389573256
170000,5853.591186966884
171000,12745.289601960727
172000,5969.682064633813
173000,6139.46430707938
174000,6099.2514936485395
175000,6233.190613600672
176000,6152.679498613884
177000,6137.128723832191
178000,6338.7860663715255
179000,6139.953838651541
180000,6118.644992075991
181000,12743.129386554589
182000,6076.86949536316
183000,6565.700469284925
184000,6059.318499184759
185000,6329.734847937054
186000,5980.765848142977
187000,6295.920813630414
188000,6259.834929227769
189000,6374.37802977094
190000,6416.426092568433
191000,13468.704711963399
192000,6198.971637587543
193000,6291.64156116706
194000,6082.8982425081695
195000,6190.301287657525
196000,6473.460261461019
197000,6625.588744364489
198000,6434.153970088048
199000,6187.323202247721
200000,6704.984487453633
201000,13479.284185934193
202000,6480.643630924708
203000,6475.370901387488
204000,6452.08257541851
205000,6532.664215663158
206000,6611.390008484275
207000,6447.906375642038
208000,6848.132262165833
209000,6956.582870398851
210000,6532.4013865844845
211000,10113.531221894149
212000,6566.109546203197
213000,6511.079814557738
214000,6630.109851594815
215000,6896.136651376473
216000,6955.001565737422
217000,6523.388555309674
218000,6654.903743936643
219000,6684.283945079402
220000,6703.062627999729
221000,14055.289820016647
222000,6879.981979615936
223000,6811.955333912438
224000,7000.13669397776
225000,6695.989465024246
226000,6815.43655596757
227000,6668.159755577032
228000,6855.041032374249
229000,6805.161893268621
230000,6891.796079898781
231000,14134.291367491003
232000,6865.640941237954
233000,6970.03375532246
234000,6717.013370663084
235000,6793.990501872228
236000,6721.409376015993
237000,6761.263033209426
238000,7078.952761780836
239000,6762.123738467079
240000,7020.460579223127
241000,13832.219865723244
242000,6986.408570202992
243000,6976.659880125631
244000,7097.913923219579
245000,7007.85265715173
246000,7011.5618510660015
247000,6916.600061622877
248000,7264.804316768067
249000,7375.2354211345855
250000,7158.955352633869
251000,14917.16212007269
252000,7317.534049984463
253000,7257.209391594141
254000,7290.38532045618
255000,7468.117231548877
256000,7030.362853724712
257000,7045.5070664753775
258000,6985.334629554968
259000,7096.552873311782
260000,5805.141434915388
261000,14715.089911147797
262000,7037.46653953924
263000,7066.512927482987
264000,7119.926851798521
265000,7409.053787796559
266000,7442.2870933467275
267000,7250.877725572317
268000,7110.611042340802
269000,6685.621124604369
270000,7506.8741385810845
271000,15502.219685787877
272000,7354.1574179672825
273000,7432.589373266858
274000,7437.054969754137
275000,7110.269698867966
276000,7318.559495826968
277000,7484.388156953394
278000,7151.1557586331255
279000,6972.546421893123
280000,7531.216249334525
281000,15453.088127041026
282000,6449.214049516317
283000,7216.116501684427
284000,7749.823039900058
285000,7502.014975101692
286000,7442.799928031197
287000,7229.203425850868
288000,7408.037128460022
289000,7199.691487998236
290000,7371.613234609076
291000,15365.14248064787
292000,7497.805451178902
293000,7258.136684741002
294000,7700.198989971185
295000,7601.979999403767
296000,7290.099307410359
297000,7661.490690171863
298000,7852.84300356004
299000,3365.3452037323095
300000,7537.518108089842
301000,15556.216565247496
302000,7744.501579227466
303000,7463.622487291893
304000,7740.642521850497
305000,7490.500743861852
306000,7646.475638439719
307000,7643.215623987112
308000,7674.44633517126
309000,3120.0519746981972
310000,7272.022414571332
311000,16204.348198225109
312000,7310.0475399888355
313000,7494.233250635987
314000,7378.768712392501
315000,7647.299735069939
316000,7753.539162015026
317000,5584.10696272948
318000,7439.528673583559
319000,7675.299673887134
320000,7513.027339321297
321000,15641.510366301634
322000,7720.4211775892745
323000,7732.134894409866
324000,7657.404048005508
325000,7752.731955738012
326000,7953.013805790159
327000,7551.533490570441
328000,7929.815840983879
329000,7828.162777008556
330000,7716.261827817481
331000,16125.617085951491
332000,7831.476147187256
333000,7871.261535364037
334000,8010.235297051925
335000,8024.516922353655
336000,7991.159486917053
337000,7965.052562696304
338000,8179.092823669982
339000,7795.881767050012
340000,7815.692525703345
341000,17041.522323470414
342000,7690.946055117236
343000,7722.640963973851
344000,7791.768767517389
345000,7987.903774877153
346000,7880.634741147628
347000,7931.265164040225
348000,7592.396378413124
349000,7909.36513487167
350000,7853.429742941738
351000,15920.142010904852
352000,7868.731405103918
353000,7879.682037044983
354000,8203.147656572759
355000,7821.569208927828
356000,7804.411492802182
357000,7922.202024746228
358000,7691.104165231278
359000,7981.371639906285
360000,5091.95294930781
361000,12884.048344578932
362000,7844.288562077376
363000,7950.260531487113
364000,7968.10883604606
365000,7797.249166485539
366000,7824.762719438697
367000,8017.963176470128
368000,7964.292577945967
369000,7933.109196595139
370000,7862.415065611224
371000,16284.317991396114
372000,7519.701091775405
373000,8044.61405656878
374000,7729.412398535455
375000,7916.2747468253
376000,8135.150928059183
377000,8124.3274653045055
378000,7888.675284931149
379000,1324.3196020689002
380000,8213.13277841792
381000,16496.172369615397
382000,5311.795786831921
383000,7750.664395063938
384000,7857.231511345281
385000,8178.62201492373
386000,8011.275797719124
387000,8297.477197414722
388000,7953.387077847782
389000,8007.13662821256
390000,8155.986718154055
391000,15956.099694054139
392000,8187.376740017659
393000,8445.97099897634
394000,8204.988020391356
395000,8332.50362658889
396000,8151.197756854006
397000,8365.387436782297
398000,8044.094645117316
399000,8046.97073818979
400000,8173.333377129674
401000,16374.346771771257
402000,4196.106065961167
403000,8138.998225344346
404000,8402.39972857248
405000,8498.846137194141
