Step,episode_reward
1000,-187.4263295600767
2000,-196.4272253135819
3000,-317.646099968253
4000,-274.68039899932256
5000,-236.90808690322203
6000,-134.85643628295912
7000,-183.85138827971684
8000,-226.6316250942115
9000,-149.79175298267072
10000,-81.19682315092746
11000,12.8188382660014
12000,-108.58190601833897
13000,-354.49362485231296
14000,335.5959340976867
15000,215.64281736157614
16000,416.91067480883913
17000,710.6345795875201
18000,802.4716643040172
19000,1168.6797446580354
20000,1261.1509529107148
21000,2965.8261674693013
22000,1398.1616321492995
23000,1424.2835300501956
24000,1524.007381749147
25000,1575.3125237777099
26000,1763.689272991765
27000,1895.671309942083
28000,466.5861603107075
29000,1862.1510419210713
30000,2043.3801204701047
31000,1977.1326430844315
32000,2068.896550592881
33000,408.77049956860435
34000,2343.78607097977
35000,1120.8487774492037
36000,2126.5440256818733
37000,2575.262987392983
38000,2600.41858892231
39000,2509.27453507477
40000,1380.6143630173965
41000,5020.880944031818
42000,2750.4344798096954
43000,2851.2017375993464
44000,2658.5252926344883
45000,2762.307496710303
46000,2935.7784507810566
47000,1854.5736682180234
48000,447.41932769982145
49000,2812.9099756219116
50000,2889.813192857809
51000,5977.39969048279
52000,3058.2019252829477
53000,3059.199400468148
54000,3019.9359464088725
55000,3256.827115008278
56000,3018.472937522805
57000,3326.2701826092734
58000,3503.134900398147
59000,2911.8068188213697
60000,3405.5188201734873
61000,7063.853064809865
62000,3386.061544010947
63000,3271.445869585733
64000,3650.498670889497
65000,1027.987288210516
66000,3402.0173227346186
67000,3539.5566686408015
68000,3619.8946392351977
69000,3477.723743923866
70000,3654.4808527197197
71000,7314.064866633079
72000,3492.8369918110648
73000,3626.324294465503
74000,3404.947297028908
75000,3685.09638244279
76000,3882.9151556058105
77000,3784.711209775318
78000,3897.9572836907187
79000,3962.0257035706813
80000,3899.9091792004515
81000,7789.276053851376
82000,4055.3066672314662
83000,3959.925242146092
84000,3979.7252798494155
85000,3970.2658680412496
86000,3931.7381691797464
87000,3903.597644701968
88000,3910.575379118408
89000,3830.154807515152
90000,3901.045180525734
91000,7885.146608761505
92000,3925.9181422782485
93000,4015.400263835884
94000,4096.504214281827
95000,4007.024539419182
96000,4126.719126151135
97000,4138.896572454834
98000,4248.3253443997155
99000,4005.0531846829335
100000,4215.525855687458
101000,8604.393975664058
102000,4412.998328129729
103000,4167.660341925145
104000,4359.212298388556
105000,4454.039629068717
106000,4035.3543603766298
107000,4271.732156692689
108000,4348.295299377242
109000,4313.782457148876
110000,4284.445554136479
111000,9024.79083184474
112000,4310.591720001389
113000,4460.69645955698
114000,4459.3434768463085
115000,4411.14120652762
116000,4515.9942683713125
117000,4458.6116238906325
118000,4562.884131757549
119000,4667.4809494268675
120000,4383.660708592604
121000,9238.765950342533
122000,4590.555414584124
123000,4460.8645278109825
124000,4494.215775315517
125000,4465.140532454019
126000,4562.9053983144095
127000,4449.753047841509
128000,4468.1548744072215
129000,4565.01699656947
130000,4542.993404158739
131000,9173.578559883708
132000,4329.275116474481
133000,4561.97837886119
134000,4561.201941663409
135000,4645.695070710187
136000,4444.802638446182
137000,4548.086120512476
138000,4595.469052329865
139000,4540.59484101326
140000,4581.254404981993
141000,9190.799143479302
142000,4499.741290006299
143000,4611.122939593723
144000,4574.519728485433
145000,4683.339152619608
146000,4597.448807168379
147000,4777.358300191381
148000,4575.283010067154
149000,4511.883809293143
150000,4599.404307609431
151000,9227.865601465663
152000,4608.714297960799
153000,4640.68026340941
154000,4586.588868682166
155000,4632.071584230833
156000,4735.330541127596
157000,4675.00585349235
158000,4724.43047687383
159000,4805.70795357474
160000,4540.068977532452
161000,9621.472323059284
162000,4730.220447740995
163000,4632.172388775936
164000,4785.259765146167
165000,4727.525283606735
166000,4851.529471652251
167000,4681.171543337536
168000,4637.361791522056
169000,4717.860223370164
170000,4890.6047350661975
171000,9551.128178717214
172000,4755.6212040263545
173000,4761.565637478328
174000,4694.9275994650725
175000,4726.025590343204
176000,4847.93838373743
177000,4826.528760935827
178000,4886.783154950372
179000,4808.110325728172
180000,4839.712756094703
181000,9832.812828852375
182000,4809.192692533216
183000,4867.357593420239
184000,4833.661242497773
185000,4880.143376086186
186000,4833.839824380683
187000,4822.032346395567
188000,4926.544158064247
189000,4948.083368567713
190000,4908.034819751354
191000,9947.818122264402
192000,4888.947061352054
193000,4806.929856939342
194000,4881.242274811219
195000,4927.367545166399
196000,4941.189615287761
197000,4976.365158130579
198000,4833.972254927508
199000,4928.628298117244
200000,4891.12526502275
201000,9833.904770475487
202000,4973.618535491546
203000,4958.341282298831
204000,4955.498440990947
205000,4916.642433542837
206000,4814.185099425169
207000,4992.735836048721
208000,4859.434896975656
209000,4850.945627826739
210000,4997.759479375542
211000,10078.672568903983
212000,4669.77985296937
213000,4923.308511603385
214000,4825.611034725292
215000,4935.202444008264
216000,4869.623546312822
217000,4966.882554158994
218000,4772.9101094873
219000,5037.062252162338
220000,4857.670796823938
221000,9971.54448447931
222000,4925.341265197853
223000,4865.823407980041
224000,4923.907857468137
225000,4976.373089221441
226000,4936.307811831773
227000,4682.511862099229
228000,5009.873272607246
229000,5053.5829919448115
230000,5024.570817579041
231000,9893.24045239956
